date,power,temperature,hour,day,month,year,dayofweek,quarter,hour_sin,hour_cos,month_sin,month_cos,dayofweek_sin,dayofweek_cos,is_weekend,is_month_start,is_month_end,power_lag_1,power_lag_2,power_lag_3,temperature_lag_1,temperature_lag_2,temperature_lag_3,power_mean_24,power_std_24,power_mean_48,power_std_48,temperature_mean_24,temperature_std_24,temperature_mean_48,temperature_std_48
2024-01-01 00:00:00,103.00236488903246,29.863645976971846,0,1,1,2024,0,1,0.0,1.0,0.49999999999999994,0.8660254037844387,0.0,1.0,0,1,0,,,,,,,103.00236488903246,,103.00236488903246,,29.863645976971846,,29.863645976971846,
2024-01-01 01:00:00,83.69396034784182,27.784823115355216,1,1,1,2024,0,1,0.25881904510252074,0.9659258262890683,0.49999999999999994,0.8660254037844387,0.0,1.0,0,1,0,103.00236488903246,,,29.863645976971846,,,93.34816261843714,13.65310378496903,93.34816261843714,13.65310378496903,28.82423454616353,1.4699497423347425,28.82423454616353,1.4699497423347425
2024-01-01 02:00:00,108.24444449865123,31.883532688392474,2,1,1,2024,0,1,0.49999999999999994,0.8660254037844387,0.49999999999999994,0.8660254037844387,0.0,1.0,0,1,0,83.69396034784182,103.00236488903246,,27.784823115355216,29.863645976971846,,98.31358991184185,12.929424817053258,98.31358991184185,12.929424817053258,29.84400059357318,2.0494254065087314,29.84400059357318,2.0494254065087314
2024-01-01 03:00:00,95.11950733886493,22.63494084231558,3,1,1,2024,0,1,0.7071067811865476,0.7071067811865476,0.49999999999999994,0.8660254037844387,0.0,1.0,0,1,0,108.24444449865123,83.69396034784182,103.00236488903246,31.883532688392474,27.784823115355216,29.863645976971846,97.51506926859761,10.67694829702307,97.51506926859761,10.67694829702307,28.041735655758778,3.974007040196274,28.041735655758778,3.974007040196274
2024-01-01 04:00:00,112.50465461742075,21.275855065719384,4,1,1,2024,0,1,0.8660254037844386,0.5000000000000001,0.49999999999999994,0.8660254037844387,0.0,1.0,0,1,0,95.11950733886493,108.24444449865123,83.69396034784182,22.63494084231558,31.883532688392474,27.784823115355216,100.51298633836225,11.420834141555009,100.51298633836225,11.420834141555009,26.688559537750898,4.5825731852728255,26.688559537750898,4.5825731852728255
2024-01-01 05:00:00,88.03918129928137,29.07411913392037,5,1,1,2024,0,1,0.9659258262890683,0.25881904510252074,0.49999999999999994,0.8660254037844387,0.0,1.0,0,1,0,112.50465461742075,95.11950733886493,108.24444449865123,21.275855065719384,22.63494084231558,31.883532688392474,98.43401883184877,11.41407014828453,98.43401883184877,11.41407014828453,27.086152803779143,4.212892596524538,27.086152803779143,4.212892596524538
2024-01-01 06:00:00,98.4465233045035,31.042720908475175,6,1,1,2024,0,1,1.0,6.123233995736766e-17,0.49999999999999994,0.8660254037844387,0.0,1.0,0,1,0,88.03918129928137,112.50465461742075,95.11950733886493,29.07411913392037,21.275855065719384,22.63494084231558,98.43580518508516,10.419573893832636,98.43580518508516,10.419573893832636,27.65137681873572,4.126346325883001,27.65137681873572,4.126346325883001
2024-01-01 07:00:00,85.9643699166137,18.262905563848378,7,1,1,2024,0,1,0.9659258262890683,-0.25881904510252063,0.49999999999999994,0.8660254037844387,0.0,1.0,0,1,0,98.4465233045035,88.03918129928137,112.50465461742075,31.042720908475175,29.07411913392037,21.275855065719384,96.87687577652622,10.606599907759223,96.87687577652622,10.606599907759223,26.4778179118748,5.060856399120523,26.4778179118748,5.060856399120523
2024-01-01 08:00:00,108.69325480165048,22.763551405600104,8,1,1,2024,0,1,0.8660254037844387,-0.4999999999999998,0.49999999999999994,0.8660254037844387,0.0,1.0,0,1,0,85.9643699166137,98.4465233045035,88.03918129928137,18.262905563848378,31.042720908475175,29.07411913392037,98.1898067793178,10.674809448682916,98.1898067793178,10.674809448682916,26.065121633399837,4.893219596580357,26.065121633399837,4.893219596580357
2024-01-01 09:00:00,93.86205462552773,20.696209045273136,9,1,1,2024,0,1,0.7071067811865476,-0.7071067811865475,0.49999999999999994,0.8660254037844387,0.0,1.0,0,1,0,108.69325480165048,85.9643699166137,98.4465233045035,22.763551405600104,18.262905563848378,31.042720908475175,97.7570315639388,10.156929484400138,97.7570315639388,10.156929484400138,25.528230374587167,4.915864163930161,25.528230374587167,4.915864163930161
